Course-Sec,Activity,CRN,Course Name,Instructor,Day,Time,Location,Status,Waitlist
PETE610-01,THS,20184,M.S. Thesis,DHAFER AL SHEHRI,None,None,None,Open,Closed
PETE610-02,THS,20185,M.S. Thesis,SHIRISH PATIL,None,None,None,Open,Closed
PETE610-03,THS,20186,M.S. Thesis,RUUD WEIJERMARS,None,None,None,Open,Closed
PETE610-04,THS,20187,M.S. Thesis,SIDQI ABU-KHAMSIN,None,None,None,Open,Closed
PETE610-05,THS,20188,M.S. Thesis,MOHAMED MAHMOUD,None,None,None,Open,Closed
PETE610-06,THS,20959,M.S. Thesis,ABDULAZEEZ ABDULRAHEEM,None,None,None,Open,Closed
PETE610-07,THS,20960,M.S. Thesis,ABEEB AWOTUNDE,None,None,None,Open,Closed
PETE610-08,THS,23189,M.S. Thesis,SALAHELDIN ELKATATNY,None,None,None,Open,Closed
PETE610-09,THS,21283,M.S. Thesis,ABDULLAH AL-SULTAN,None,None,None,Open,Closed
PETE610-10,THS,21650,M.S. Thesis,RAHUL GAJBHIYE,None,None,None,Open,Closed
PETE610-11,THS,21651,M.S. Thesis,MD BASHIRUL HAQ,None,None,None,Open,Closed
PETE610-12,THS,21652,M.S. Thesis,SAAD AFNAN,None,None,None,Open,Closed
PETE610-13,THS,21653,M.S. Thesis,MURTADA AL-JAWAD,None,None,None,Open,Closed
PETE610-14,THS,21654,M.S. Thesis,SULAIMAN AL-ARIFI,None,None,None,Open,Closed
PETE610-15,THS,22147,M.S. Thesis,MUSTAFA AL-RAMADAN,None,None,None,Open,Closed
PETE610-16,THS,22669,M.S. Thesis,MADHAR AZAD,None,None,None,Open,Closed
PETE610-17,THS,22936,M.S. Thesis,AHMED IBRAHIM,None,None,None,Open,Closed
PETE610-18,THS,23190,M.S. Thesis,HASAN KHAN,None,None,None,Open,Closed
PETE610-19,THS,23191,M.S. Thesis,SHABEEB ALAJMEI,None,None,None,Open,Closed
PETE610-20,THS,23192,M.S. Thesis,YUZHU WANG,None,None,None,Open,Closed
PETE619-01,PRJ,24031,Project,DHAFER AL SHEHRI,None,None,None,Closed,Closed
PETE619-02,PRJ,24032,Project,SHIRISH PATIL,None,None,None,Closed,Closed
PETE645-01,LEC,23086,Fluid Flow in Porous Media,ABEEB AWOTUNDE,UT,1720-1835,76-2122,Open,Closed
PETE648-01,LEC,22410,Enhanced Oil Recovery I,MD BASHIRUL HAQ,UT,1600-1715,76-2120,Closed,Closed
PETE655-01,LEC,24570,Artif. Intelligence in PETE,ABDULAZEEZ ABDULRAHEEM,UT,1845-2000,76-1131,Open,Closed
PETE656-01,LEC,24040,Uncertainty Quantifi. in Engg.,YUZHU WANG,MW,1845-2000,76-1128,Closed,Closed
PETE670-01,LEC,24356,Reservoir Rock Mechanics,ABDULAZEEZ ABDULRAHEEM,MW,2010-2125,76-1124,Open,Closed
PETE699-01,SEM,21095,Seminar,DHAFER AL SHEHRI,None,None,None,Open,Closed
PETE701-01,RES,23526,Directed Research I,MD BASHIRUL HAQ,None,None,None,Open,Closed
PETE701-02,RES,22555,Directed Research I,MOHAMED MAHMOUD,None,None,None,Open,Closed
PETE701-03,RES,24502,Directed Research I,MURTADA AL-JAWAD,None,None,None,Closed,Closed
PETE701-04,RES,22570,Directed Research I,SIDQI ABU-KHAMSIN,None,None,None,Open,Closed
PETE701-05,RES,23758,Directed Research I,SALAHELDIN ELKATATNY,None,None,None,Closed,Closed
PETE702-01,RES,22949,Directed Research II,MOHAMED MAHMOUD,None,None,None,Closed,Closed
PETE702-02,RES,22548,Directed Research II,SHIRISH PATIL,None,None,None,Closed,Closed
PETE711-01,DIS,21096,PhD. Pre-Dissertation,DHAFER AL SHEHRI,None,None,None,Open,Closed
PETE711-02,DIS,21655,PhD. Pre-Dissertation,SHIRISH PATIL,None,None,None,Open,Closed
PETE711-03,DIS,21656,PhD. Pre-Dissertation,RUUD WEIJERMARS,None,None,None,Open,Closed
PETE711-04,DIS,22907,PhD. Pre-Dissertation,SIDQI ABU-KHAMSIN,None,None,None,Open,Closed
PETE711-05,DIS,22908,PhD. Pre-Dissertation,MOHAMED MAHMOUD,None,None,None,Open,Closed
PETE711-06,DIS,22909,PhD. Pre-Dissertation,ABDULAZEEZ ABDULRAHEEM,None,None,None,Open,Closed
PETE711-07,DIS,22910,PhD. Pre-Dissertation,ABEEB AWOTUNDE,None,None,None,Open,Closed
PETE711-08,DIS,22911,PhD. Pre-Dissertation,SALAHELDIN ELKATATNY,None,None,None,Open,Closed
PETE711-09,DIS,22912,PhD. Pre-Dissertation,RAHUL GAJBHIYE,None,None,None,Open,Closed
PETE711-10,DIS,22950,PhD. Pre-Dissertation,SAAD AFNAN,None,None,None,Open,Closed
PETE712-01,DIS,21657,PhD. Dissertation,DHAFER AL SHEHRI,None,None,None,Open,Closed
PETE712-02,DIS,21658,PhD. Dissertation,SHIRISH PATIL,None,None,None,Open,Closed
PETE712-03,DIS,21659,PhD. Dissertation,RUUD WEIJERMARS,None,None,None,Open,Closed
PETE712-04,DIS,22913,PhD. Dissertation,SIDQI ABU-KHAMSIN,None,None,None,Open,Closed
PETE712-05,DIS,22914,PhD. Dissertation,MOHAMED MAHMOUD,None,None,None,Open,Closed
PETE712-06,DIS,22915,PhD. Dissertation,ABDULAZEEZ ABDULRAHEEM,None,None,None,Open,Closed
PETE712-07,DIS,22916,PhD. Dissertation,ABEEB AWOTUNDE,None,None,None,Open,Closed
PETE712-08,DIS,22917,PhD. Dissertation,SALAHELDIN ELKATATNY,None,None,None,Open,Closed
PETE712-09,DIS,22918,PhD. Dissertation,RAHUL GAJBHIYE,None,None,None,Open,Closed
PETE712-10,DIS,23637,PhD. Dissertation,SAAD AFNAN,None,None,None,Open,Closed
PHYS101-01,REC,22031,General Physics I,J AL-SADAH,M,1200-1250,59-1001,Closed,Open
PHYS101-01,LEC,22031,General Physics I,J AL-SADAH,UTR,0900-0950,59-1001,Closed,Open
PHYS101-02,REC,22032,General Physics I,J AL-SADAH,M,1200-1250,59-1001,Open,Closed
PHYS101-02,LEC,22032,General Physics I,J AL-SADAH,UTR,0900-0950,59-1001,Open,Closed
PHYS101-03,REC,22033,General Physics I,J AL-SADAH,M,1200-1250,59-1001,Open,Closed
PHYS101-03,LEC,22033,General Physics I,J AL-SADAH,UTR,0900-0950,59-1001,Open,Closed
PHYS101-04,REC,21141,General Physics I,KHALIL HARRABI,M,0900-0950,6-105,Closed,Closed
PHYS101-04,LEC,21141,General Physics I,AYMAN EL-SAID,UTR,1000-1050,63-331,Closed,Closed
PHYS101-05,REC,21142,General Physics I,KHALIL HARRABI,M,1000-1050,6-105,Closed,Open
PHYS101-05,LEC,21142,General Physics I,AYMAN EL-SAID,UTR,1000-1050,63-331,Closed,Open
PHYS101-06,REC,21143,General Physics I,KHALIL HARRABI,M,1200-1250,6-105,Closed,Open
PHYS101-06,LEC,21143,General Physics I,AYMAN EL-SAID,UTR,1000-1050,63-331,Closed,Open
PHYS101-07,REC,21145,General Physics I,SABRI ELATRESH,M,0900-0950,59-1005,Closed,Open
PHYS101-07,LEC,21145,General Physics I,S MARZOUG,UTR,1100-1150,6-125,Closed,Open
PHYS101-08,REC,21146,General Physics I,SABRI ELATRESH,M,1000-1050,59-1015,Closed,Open
PHYS101-08,LEC,21146,General Physics I,S MARZOUG,UTR,1100-1150,6-125,Closed,Open
PHYS101-09,REC,21147,General Physics I,SABRI ELATRESH,M,1200-1250,6-169,Closed,Open
PHYS101-09,LEC,21147,General Physics I,S MARZOUG,UTR,1100-1150,6-125,Closed,Open
PHYS101-12,REC,21144,General Physics I,ASHRAF FARAHAT,M,1200-1250,6-103,Open,Closed
PHYS101-12,LEC,21144,General Physics I,ASHRAF FARAHAT,UTR,1200-1250,59-1001,Open,Closed
PHYS101-13,REC,24330,General Physics I,KHALIL ZIQ,M,1200-1250,6-163,Open,Closed
PHYS101-13,LEC,24330,General Physics I,KHALIL ZIQ,UTR,1300-1350,6-125,Open,Closed
PHYS101-200,LAB,23899,General Physics I,None,None,None,None,Closed,Closed
PHYS101-51,LAB,20069,General Physics I,None,U,0800-1040,None,Open,Closed
PHYS101-52,LAB,20070,General Physics I,None,U,0800-1040,None,Open,Closed
PHYS101-53,LAB,20071,General Physics I,None,U,0800-1040,None,Open,Closed
PHYS101-54,LAB,20072,General Physics I,None,U,1400-1640,None,Closed,Closed
PHYS101-55,LAB,20073,General Physics I,None,U,1400-1640,None,Open,Closed
PHYS101-56,LAB,20074,General Physics I,None,U,1400-1640,None,Closed,Closed
PHYS101-57,LAB,22045,General Physics I,None,M,0800-1040,None,Closed,Closed
PHYS101-58,LAB,20075,General Physics I,None,M,0800-1040,None,Closed,Closed
PHYS101-59,LAB,20076,General Physics I,None,M,0800-1040,None,Closed,Closed
PHYS101-60,LAB,20077,General Physics I,None,M,1400-1640,None,Closed,Closed
PHYS101-61,LAB,22046,General Physics I,None,M,1400-1640,None,Closed,Closed
PHYS101-62,LAB,20916,General Physics I,None,M,1400-1640,None,Closed,Closed
PHYS101-63,LAB,20079,General Physics I,None,T,0800-1040,None,Open,Closed
PHYS101-64,LAB,20080,General Physics I,None,T,0800-1040,None,Open,Closed
PHYS101-65,LAB,22039,General Physics I,None,T,0800-1040,None,Open,Closed
PHYS101-66,LAB,24338,General Physics I,None,T,1400-1640,None,Closed,Closed
PHYS101-67,LAB,24339,General Physics I,None,T,1400-1640,None,Closed,Closed
PHYS101-68,LAB,21168,General Physics I,None,T,1400-1640,None,Closed,Closed
PHYS101-69,LAB,22040,General Physics I,None,W,0800-1040,None,Closed,Closed
PHYS101-70,LAB,22041,General Physics I,None,W,0800-1040,None,Closed,Closed
PHYS101-71,LAB,20083,General Physics I,None,W,0800-1040,None,Closed,Closed
PHYS101-72,LAB,24340,General Physics I,None,W,1400-1640,None,Closed,Closed
PHYS101-73,LAB,20085,General Physics I,None,W,1400-1640,None,Closed,Closed
PHYS101-74,LAB,22042,General Physics I,None,W,1400-1640,None,Closed,Closed
PHYS101-F31,REC,20067,General Physics I,WATHEQ ALBASHEER,M,1000-1050,14-108,Closed,Closed
PHYS101-F31,LEC,20067,General Physics I,WATHEQ ALBASHEER,UTR,1200-1250,14-108,Closed,Closed
PHYS101-F32,REC,20068,General Physics I,WATHEQ ALBASHEER,M,1000-1050,14-108,Open,Closed
PHYS101-F32,LEC,20068,General Physics I,WATHEQ ALBASHEER,UTR,1200-1250,14-108,Open,Closed
PHYS101-F33,REC,21148,General Physics I,WATHEQ ALBASHEER,M,1000-1050,14-108,Open,Closed
PHYS101-F33,LEC,21148,General Physics I,WATHEQ ALBASHEER,UTR,1200-1250,14-108,Open,Closed
PHYS101-F59,LAB,20918,General Physics I,None,M,1300-1540,None,Closed,Closed
PHYS101-F68,LAB,21127,General Physics I,None,W,1000-1240,None,Closed,Closed
PHYS101-F71,LAB,21128,General Physics I,None,W,1300-1540,None,Closed,Closed
PHYS101-F80,LAB,21129,General Physics I,None,U,1300-1540,None,Open,Closed
PHYS101-F81,LAB,24463,General Physics I,None,U,1300-1540,None,Open,Closed
PHYS101-F82,LAB,24464,General Physics I,None,T,1300-1540,None,Open,Closed
PHYS101-F83,LAB,24465,General Physics I,None,M,0700-0940,None,Open,Closed
PHYS101-F84,LAB,24498,General Physics I,None,W,0700-0940,None,Open,Closed
PHYS102-01,REC,20086,General Physics II,RADITYA BOMANTARA,W,0800-0850,59-1005,Open,Closed
PHYS102-01,LEC,20086,General Physics II,RADITYA BOMANTARA,UTR,0800-0850,59-1001,Open,Closed
PHYS102-02,REC,20087,General Physics II,RADITYA BOMANTARA,W,0900-0950,59-1009,Closed,Closed
PHYS102-02,LEC,20087,General Physics II,RADITYA BOMANTARA,UTR,0800-0850,59-1001,Closed,Closed
PHYS102-03,REC,20088,General Physics II,RADITYA BOMANTARA,W,1200-1250,59-2004,Open,Closed
PHYS102-03,LEC,20088,General Physics II,RADITYA BOMANTARA,UTR,0800-0850,59-1001,Open,Closed
PHYS102-04,REC,20093,General Physics II,HOCINE BAHLOULI,W,0800-0850,6-165,Closed,Open
PHYS102-04,LEC,20093,General Physics II,HOCINE BAHLOULI,UTR,0800-0850,6-125,Closed,Open
PHYS102-05,REC,21149,General Physics II,HOCINE BAHLOULI,W,0900-0950,6-103,Closed,Open
PHYS102-05,LEC,21149,General Physics II,HOCINE BAHLOULI,UTR,0800-0850,6-125,Closed,Open
PHYS102-06,REC,21150,General Physics II,HOCINE BAHLOULI,W,1200-1250,6-103,Closed,Open
PHYS102-06,LEC,21150,General Physics II,HOCINE BAHLOULI,UTR,0800-0850,6-125,Closed,Open
PHYS102-07,REC,20089,General Physics II,KHAN ALAM,W,0800-0850,6-103,Closed,Closed
PHYS102-07,LEC,20089,General Physics II,SALEEM RAO,UTR,0900-0950,6-125,Closed,Closed
PHYS102-08,REC,20090,General Physics II,KHAN ALAM,W,0900-0950,6-165,Closed,Open
PHYS102-08,LEC,20090,General Physics II,SALEEM RAO,UTR,0900-0950,6-125,Closed,Open
PHYS102-09,REC,21151,General Physics II,KHAN ALAM,W,1200-1250,6-165,Closed,Open
PHYS102-09,LEC,21151,General Physics II,SALEEM RAO,UTR,0900-0950,6-125,Closed,Open
PHYS102-10,REC,22376,General Physics II,S KUNWAR,W,0900-0950,6-169,Closed,Open
PHYS102-10,LEC,22376,General Physics II,ABDULAZIZ AL-JALAL,UTR,1000-1050,6-125,Closed,Open
PHYS102-100,LAB,22058,General Physics II,None,W,1400-1640,None,Closed,Closed
PHYS102-101,LAB,24525,General Physics II,None,U,1100-1340,None,Open,Closed
PHYS102-11,REC,22377,General Physics II,S KUNWAR,W,1000-1050,6-105,Closed,Open
PHYS102-11,LEC,22377,General Physics II,ABDULAZIZ AL-JALAL,UTR,1000-1050,6-125,Closed,Open
PHYS102-12,REC,22378,General Physics II,S KUNWAR,W,1200-1250,6-105,Closed,Open
PHYS102-12,LEC,22378,General Physics II,ABDULAZIZ AL-JALAL,UTR,1000-1050,6-125,Closed,Open
PHYS102-13,REC,22379,General Physics II,MUHAMMED GONDAL,W,0900-0950,6-125,Closed,Closed
PHYS102-13,LEC,22379,General Physics II,MUHAMMED GONDAL,UTR,1000-1050,24-121,Closed,Closed
PHYS102-14,REC,22380,General Physics II,MUHAMMED GONDAL,W,0900-0950,6-125,Closed,Closed
PHYS102-14,LEC,22380,General Physics II,MUHAMMED GONDAL,UTR,1000-1050,24-121,Closed,Closed
PHYS102-15,REC,22381,General Physics II,MUHAMMED GONDAL,W,0900-0950,6-125,Closed,Open
PHYS102-15,LEC,22381,General Physics II,MUHAMMED GONDAL,UTR,1000-1050,24-121,Closed,Open
PHYS102-16,REC,20094,General Physics II,N DWAIKAT,W,0900-0950,59-2009,Open,Closed
PHYS102-16,LEC,20094,General Physics II,SAIF ADDIN BURHAN,UTR,1100-1150,59-1001,Open,Closed
PHYS102-17,REC,21155,General Physics II,N DWAIKAT,W,1000-1050,6-125,Open,Closed
PHYS102-17,LEC,21155,General Physics II,SAIF ADDIN BURHAN,UTR,1100-1150,59-1001,Open,Closed
PHYS102-18,REC,21156,General Physics II,N DWAIKAT,W,1200-1250,6-125,Open,Closed
PHYS102-18,LEC,21156,General Physics II,SAIF ADDIN BURHAN,UTR,1100-1150,59-1001,Open,Closed
PHYS102-19,REC,21157,General Physics II,ABDELLAH AL-SONAIDI,W,0900-0950,6-101,Open,Closed
PHYS102-19,LEC,21157,General Physics II,ABDELLAH AL-SONAIDI,UTR,1100-1150,63-331,Open,Closed
PHYS102-20,REC,21158,General Physics II,ABDELLAH AL-SONAIDI,W,1000-1050,6-101,Closed,Closed
PHYS102-20,LEC,21158,General Physics II,ABDELLAH AL-SONAIDI,UTR,1100-1150,63-331,Closed,Closed
PHYS102-200,LAB,23907,General Physics II,None,None,None,None,Closed,Closed
PHYS102-21,REC,21159,General Physics II,ABDELLAH AL-SONAIDI,W,1200-1250,63-331,Closed,Open
PHYS102-21,LEC,21159,General Physics II,ABDELLAH AL-SONAIDI,UTR,1100-1150,63-331,Closed,Open
PHYS102-22,REC,20091,General Physics II,MICHAEL VOGL,W,1200-1250,6-101,Closed,Open
PHYS102-22,LEC,20091,General Physics II,ABDALLAH AL-ZAHRANI,UTR,1200-1250,6-125,Closed,Open
PHYS102-23,REC,20092,General Physics II,MICHAEL VOGL,W,1300-1350,6-103,Open,Closed
PHYS102-23,LEC,20092,General Physics II,ABDALLAH AL-ZAHRANI,UTR,1200-1250,6-125,Open,Closed
PHYS102-25,REC,21720,General Physics II,ADEL ABBOUT,W,1200-1250,6-169,Closed,Closed
PHYS102-25,LEC,21720,General Physics II,ADEL ABBOUT,UTR,1200-1250,63-331,Closed,Closed
PHYS102-26,REC,21721,General Physics II,ADEL ABBOUT,W,1300-1350,6-169,Open,Closed
PHYS102-26,LEC,21721,General Physics II,ADEL ABBOUT,UTR,1200-1250,63-331,Open,Closed
PHYS102-56,LAB,22047,General Physics II,None,U,1400-1640,None,Closed,Closed
PHYS102-57,LAB,20111,General Physics II,None,U,1400-1640,None,Closed,Closed
PHYS102-58,LAB,22059,General Physics II,None,U,1400-1640,None,Open,Closed
PHYS102-59,LAB,20100,General Physics II,None,U,1400-1640,None,Open,Closed
PHYS102-60,LAB,20101,General Physics II,None,U,1400-1640,None,Open,Closed
PHYS102-61,LAB,20102,General Physics II,None,M,0800-1040,None,Closed,Closed
PHYS102-62,LAB,20583,General Physics II,None,M,0800-1040,None,Closed,Closed
PHYS102-63,LAB,22412,General Physics II,None,M,0800-1040,None,Closed,Closed
PHYS102-64,LAB,22413,General Physics II,None,M,0800-1040,None,Closed,Closed
PHYS102-65,LAB,22048,General Physics II,None,M,0800-1040,None,Closed,Closed
PHYS102-66,LAB,20103,General Physics II,None,M,1100-1340,None,Closed,Closed
PHYS102-67,LAB,20104,General Physics II,None,M,1100-1340,None,Closed,Closed
PHYS102-68,LAB,20112,General Physics II,None,M,1100-1340,None,Closed,Closed
PHYS102-69,LAB,22414,General Physics II,None,M,1100-1340,None,Closed,Closed
PHYS102-70,LAB,22415,General Physics II,None,M,1100-1340,None,Closed,Closed
PHYS102-71,LAB,20581,General Physics II,None,M,1400-1640,None,Closed,Closed
PHYS102-72,LAB,20105,General Physics II,None,M,1400-1640,None,Closed,Closed
PHYS102-73,LAB,20106,General Physics II,None,M,1400-1640,None,Closed,Closed
PHYS102-74,LAB,22060,General Physics II,None,M,1400-1640,None,Closed,Closed
PHYS102-75,LAB,23589,General Physics II,None,M,1400-1640,None,Closed,Closed
PHYS102-76,LAB,22049,General Physics II,None,T,0800-1040,None,Open,Closed
PHYS102-77,LAB,22050,General Physics II,None,T,0800-1040,None,Open,Closed
PHYS102-78,LAB,20584,General Physics II,None,T,0800-1040,None,Open,Closed
PHYS102-79,LAB,22055,General Physics II,None,T,0800-1040,None,Open,Closed
PHYS102-80,LAB,22052,General Physics II,None,T,0800-1040,None,Open,Closed
PHYS102-81,LAB,22053,General Physics II,None,T,1400-1640,None,Closed,Closed
PHYS102-82,LAB,20585,General Physics II,None,T,1400-1640,None,Closed,Closed
PHYS102-83,LAB,22416,General Physics II,None,T,1400-1640,None,Open,Closed
PHYS102-84,LAB,22051,General Physics II,None,T,1400-1640,None,Open,Closed
PHYS102-85,LAB,20107,General Physics II,None,T,1400-1640,None,Open,Closed
PHYS102-86,LAB,20108,General Physics II,None,W,0800-1040,None,Closed,Closed
PHYS102-87,LAB,22061,General Physics II,None,W,0800-1040,None,Open,Closed
PHYS102-88,LAB,22417,General Physics II,None,W,0800-1040,None,Open,Closed
PHYS102-89,LAB,22418,General Physics II,None,W,0800-1040,None,Open,Closed
PHYS102-90,LAB,22054,General Physics II,None,W,0800-1040,None,Open,Closed
PHYS102-91,LAB,20582,General Physics II,None,W,1100-1340,None,Closed,Closed
PHYS102-92,LAB,20110,General Physics II,None,W,1100-1340,None,Closed,Closed
PHYS102-93,LAB,22062,General Physics II,None,W,1100-1340,None,Closed,Closed
PHYS102-94,LAB,22419,General Physics II,None,W,1100-1340,None,Closed,Closed
PHYS102-95,LAB,22420,General Physics II,None,W,1100-1340,None,Closed,Closed
PHYS102-96,LAB,20109,General Physics II,None,W,1400-1640,None,Closed,Closed
PHYS102-97,LAB,22056,General Physics II,None,W,1400-1640,None,Closed,Closed
PHYS102-98,LAB,22057,General Physics II,None,W,1400-1640,None,Closed,Closed
PHYS102-99,LAB,22063,General Physics II,None,W,1400-1640,None,Closed,Closed
PHYS102-F31,REC,21152,General Physics II,TARIQ AL-ABDULLAH,W,0800-0850,14-108,Open,Closed
PHYS102-F31,LEC,21152,General Physics II,TARIQ AL-ABDULLAH,UTR,0800-0850,14-111,Open,Closed
PHYS102-F32,REC,21153,General Physics II,TARIQ AL-ABDULLAH,W,0800-0850,14-108,Open,Closed
PHYS102-F32,LEC,21153,General Physics II,TARIQ AL-ABDULLAH,UTR,0800-0850,14-111,Open,Closed
PHYS102-F34,REC,23808,General Physics II,A SALEM,W,1000-1050,14-108,Closed,Open
PHYS102-F34,LEC,23808,General Physics II,A SALEM,UTR,1300-1350,14-108,Closed,Open
PHYS102-F35,REC,23809,General Physics II,A SALEM,W,1000-1050,14-108,Closed,Open
PHYS102-F35,LEC,23809,General Physics II,A SALEM,UTR,1300-1350,14-108,Closed,Open
PHYS102-F36,REC,23810,General Physics II,A SALEM,W,1000-1050,14-108,Closed,Closed
PHYS102-F36,LEC,23810,General Physics II,A SALEM,UTR,1300-1350,14-108,Closed,Closed
PHYS102-F37,REC,23934,General Physics II,MOHAMMAD AL-KUHAILI,W,1300-1350,14-108,Closed,Closed
PHYS102-F37,LEC,23934,General Physics II,MOHAMMAD AL-KUHAILI,UTR,1100-1150,14-108,Closed,Closed
PHYS102-F38,REC,23935,General Physics II,MOHAMMAD AL-KUHAILI,W,1300-1350,14-108,Closed,Open
PHYS102-F38,LEC,23935,General Physics II,MOHAMMAD AL-KUHAILI,UTR,1100-1150,14-108,Closed,Open
PHYS102-F39,REC,23936,General Physics II,MOHAMMAD AL-KUHAILI,W,1300-1350,14-108,Closed,Closed
PHYS102-F39,LEC,23936,General Physics II,MOHAMMAD AL-KUHAILI,UTR,1100-1150,14-108,Closed,Closed
PHYS102-F61,LAB,23590,General Physics II,None,M,1000-1240,None,Closed,Closed
PHYS102-F62,LAB,23591,General Physics II,None,M,1000-1240,None,Closed,Closed
PHYS102-F63,LAB,23592,General Physics II,None,M,1000-1240,None,Closed,Closed
PHYS102-F66,LAB,23937,General Physics II,None,M,1300-1540,None,Closed,Closed
PHYS102-F67,LAB,23938,General Physics II,None,M,1300-1540,None,Closed,Closed
PHYS102-F68,LAB,23939,General Physics II,None,M,1300-1540,None,Closed,Closed
PHYS102-F77,LAB,23940,General Physics II,None,T,1300-1540,None,Open,Closed
PHYS102-F78,LAB,23941,General Physics II,None,T,1300-1540,None,Open,Closed
PHYS102-F82,LAB,23942,General Physics II,None,W,1000-1240,None,Closed,Closed
PHYS102-F83,LAB,23943,General Physics II,None,W,1000-1240,None,Closed,Closed
PHYS102-F84,LAB,23944,General Physics II,None,W,1000-1240,None,Closed,Closed
PHYS102-F87,LAB,23945,General Physics II,None,W,1300-1540,None,Closed,Closed
PHYS102-F88,LAB,23946,General Physics II,None,W,1300-1540,None,Closed,Closed
PHYS102-F89,LAB,23947,General Physics II,None,W,1300-1540,None,Closed,Closed
PHYS102-F90,LAB,24479,General Physics II,None,T,1000-1240,None,Open,Closed
PHYS102-F91,LAB,24480,General Physics II,None,T,1000-1240,None,Open,Closed
PHYS204-01,LEC,23760,General Physics III,AYMAN EL-SAID,UTR,0800-0850,6-100,Open,Closed
PHYS205-01,LAB,23949,General Physics III LAB,H Dastageer,M,1215-1455,None,Open,Closed
PHYS210-01,LEC,22421,Methods of Theoretical Physics,S MARZOUG,UTR,0900-0950,6-200,Open,Closed
PHYS213-01,LEC,22422,Modern Physics,N DWAIKAT,UTR,1100-1150,6-101,Open,Closed
PHYS215-01,LEC,24358,Introduction to Astronomy,ASHRAF FARAHAT,UTR,1300-1350,6-103,Closed,Open
PHYS215-02,LEC,24531,Introduction to Astronomy,S KUNWAR,UTR,1300-1350,6-200,Open,Closed
PHYS261-02,LEC,24567,Energy,J AL-SADAH,UTR,1200-1250,6-103,Open,Closed
PHYS305-01,LEC,23451,Electricity and Magnetism I,ABDELKRIM MEKKI,UTR,0900-0950,6-105,Closed,Open
PHYS305-02,LEC,23452,Electricity and Magnetism I,ABDELKRIM MEKKI,UTR,1100-1150,6-105,Closed,Open
PHYS305-03,LEC,24530,Electricity and Magnetism I,M HAIDER,UTR,1000-1050,6-258,Open,Closed
PHYS306-01,LEC,21130,Electricity and Magnetism II,ABDALLAH AL-ZAHRANI,UTR,1300-1350,3-109,Open,Closed
PHYS309-01,LEC,22882,Experimental Physics,KHALIL ZIQ,M,1300-1350,6-100,Open,Closed
PHYS309-01,LAB,22882,Experimental Physics,KHALIL ZIQ,M,1400-1630,None,Open,Closed
PHYS310-01,LEC,22883,Quantum Mechanics and Applications I,KHALIL HARRABI,UTR,1100-1150,6-106,Open,Closed
PHYS373-01,LEC,23956,Intro to Computational Physics,SABRI ELATRESH,UT,1200-1250,3-104,Open,Closed
PHYS373-01,LAB,23956,Intro to Computational Physics,SABRI ELATRESH,W,1200-1450,None,Open,Closed
PHYS422-01,LEC,24357,Nuclear and Particle Physics,FATAH KHIARI,UTR,1100-1150,6-163,Open,Closed
PHYS430-01,LEC,21662,Thermal & Statistical Physics,ABDULAZIZ AL-JALAL,UTWR,0900-0950,6-166,Open,Closed
PHYS432-01,LEC,22930,Introduction to Solid State Physics,KHAN ALAM,UTR,1300-1350,6-201,Open,Closed
PHYS497-01,RES,24379,Undergraduate Research I,MUHAMMED GONDAL,UTR,1520-1610,6-100,Closed,Closed
PHYS499-01,SEM,23458,Seminar,MUHAMMED GONDAL,M,1100-1150,6-125,Open,Closed
PHYS503-01,LAB,23456,Graduate Laboratory,M HAIDER,UTR,1620-1710,None,Open,Closed
PHYS505-01,LEC,20919,Classical Electrodynamics I,SALEEM RAO,UT,1720-1835,6-106,Open,Closed
PHYS511-01,LEC,24359,Quantum Optics,FATAH KHIARI,MW,1720-1835,6-101,Open,Closed
PHYS521-01,LEC,23952,Advanced Nuclear Physics I,TARIQ AL-ABDULLAH,MW,1845-2000,6-103,Open,Closed
PHYS536-01,LEC,23954,Low Temperature Physics,S KUNWAR,UT,1845-2000,6-103,Open,Closed
PHYS599-01,SEM,20114,Seminar,MUHAMMED GONDAL,W,1100-1150,6-125,Open,Closed
PHYS610-01,THS,20115,Thesis,None,None,None,None,Closed,Closed
PHYS610-02,THS,21668,Thesis,None,None,None,None,Closed,Closed
PHYS610-03,THS,21669,Thesis,None,None,None,None,Closed,Closed
PHYS610-04,THS,21670,Thesis,None,None,None,None,Closed,Closed
PHYS610-05,THS,21671,Thesis,None,None,None,None,Closed,Closed
PHYS610-06,THS,21672,Thesis,None,None,None,None,Open,Closed
PHYS610-07,THS,21674,Thesis,None,None,None,None,Open,Closed
PHYS610-08,THS,21673,Thesis,None,None,None,None,Open,Closed
PHYS619-01,PRJ,22932,Project,None,MW,1720-1835,59-2023,Closed,Closed
PHYS619-02,PRJ,23003,Project,None,MW,1720-1835,59-2024,Closed,Closed
PHYS619-03,PRJ,23005,Project,None,MW,1720-1835,59-1003,Closed,Closed
PHYS619-04,PRJ,23006,Project,None,MW,1845-2000,59-1003,Closed,Closed
PHYS632-01,LEC,23955,Quantum Theory of Solids,MICHAEL VOGL,UT,1720-1835,6-100,Open,Closed
PHYS699-01,SEM,21663,Physics Seminars,MUHAMMED GONDAL,W,1100-1150,6-125,Open,Closed
PHYS701-01,RES,21664,Directed Research I,None,None,None,None,Closed,Closed
PHYS702-01,RES,21665,Directed Research II,None,None,None,None,Closed,Closed
